Token('STRUCT', 'struct', line=1, col=1)
Token('ID', 'p', line=5212, col=11)
Token('SEMI', ';', line=5212, col=12)
Token('ID', 'p', line=5213, col=5)
Token('DOT', '.', line=5213, col=6)
Token('ID', 'x', line=5213, col=7)
Token('ASSIGN', '=', line=5213, col=9)
Token('ID', 'result', line=5213, col=11)
Token('SEMI', ';', line=5213, col=17)
Token('ID', 'p', line=5214, col=5)
Token('DOT', '.', line=5214, col=6)
Token('ID', 'y', line=5214, col=7)
Token('ASSIGN', '=', line=5214, col=9)
Token('ID', 'counter', line=5214, col=11)
Token('SEMI', ';', line=5214, col=18)
Token('ID', 'bool', line=5216, col=5)
Token('ID', 'flag', line=5216, col=10)
Token('ASSIGN', '=', line=5216, col=15)
Token('TRUE', 'true', line=5216, col=17)
Token('SEMI', ';', line=5216, col=21)
Token('IF', 'if', line=5217, col=5)
Token('LPAREN', '(', line=5217, col=8)
Token('NOT', '!', line=5217, col=9)
Token('ID', 'flag', line=5217, col=10)
Token('OR', '||', line=5217, col=15)
Token('ID', 'result', line=5217, col=18)
Token('EQ', '==', line=5217, col=25)
Token('NULL_KW', 'null', line=5217, col=28)
Token('RPAREN', ')', line=5217, col=32)
Token('LBRACE', '{', line=5217, col=34)
Token('RETURN', 'return', line=5218, col=9)
Token('INT_LIT', '0', line=5218, col=16)
Token('SEMI', ';', line=5218, col=17)
Token('RBRACE', '}', line=5219, col=5)
Token('T_INT', 'int', line=5221, col=5)
Token('ID', 'shifted', line=5221, col=9)
Token('ASSIGN', '=', line=5221, col=17)
Token('ID', 'x', line=5221, col=19)
Token('LSHIFT', '<<', line=5221, col=21)
Token('INT_LIT', '2', line=5221, col=24)
Token('SEMI', ';', line=5221, col=25)
Token('ID', 'shifted', line=5222, col=5)
Token('ASSIGN', '=', line=5222, col=13)
Token('ID', 'shifted', line=5222, col=15)
Token('RSHIFT', '>>', line=5222, col=23)
Token('INT_LIT', '1', line=5222, col=26)
Token('SEMI', ';', line=5222, col=27)
Token('RETURN', 'return', line=5224, col=5)
Token('ID', 'result', line=5224, col=12)
Token('SEMI', ';', line=5224, col=18)
Token('RBRACE', '}', line=5225, col=1)
Token('STRUCT', 'struct', line=5227, col=1)
Token('ID', 'Point', line=5227, col=8)
Token('LBRACE', '{', line=5227, col=14)
Token('T_INT', 'int', line=5228, col=5)
Token('ID', 'x', line=5228, col=9)
Token('SEMI', ';', line=5228, col=10)
Token('T_INT', 'int', line=5229, col=5)
Token('ID', 'y', line=5229, col=9)
Token('SEMI', ';', line=5229, col=10)
Token('RBRACE', '}', line=5230, col=1)
Token('SEMI', ';', line=5230, col=2)
Token('CONST', 'const', line=5232, col=1)
Token('T_FLOAT', 'float', line=5232, col=7)
Token('ID', 'PI', line=5232, col=13)
Token('ASSIGN', '=', line=5232, col=16)
Token('FLOAT_LIT', '3.14', line=5232, col=18)
Token('SEMI', ';', line=5232, col=22)
Token('T_INT', 'int', line=5233, col=1)
Token('ID', 'counter', line=5233, col=5)
Token('ASSIGN', '=', line=5233, col=13)
Token('INT_LIT', '0', line=5233, col=15)
Token('SEMI', ';', line=5233, col=16)
Token('T_INT', 'int', line=5234, col=1)
Token('ID', 'arr', line=5234, col=5)
Token('LBRACKET', '[', line=5234, col=8)
Token('INT_LIT', '10', line=5234, col=9)
Token('RBRACKET', ']', line=5234, col=11)
Token('SEMI', ';', line=5234, col=12)
Token('T_VOID', 'void', line=5236, col=1)
Token('ID', 'swap', line=5236, col=6)
Token('LPAREN', '(', line=5236, col=10)
Token('T_INT', 'int', line=5236, col=11)
Token('ID', 'a', line=5236, col=15)
Token('COMMA', ',', line=5236, col=16)
Token('T_INT', 'int', line=5236, col=18)
Token('ID', 'b', line=5236, col=22)
Token('RPAREN', ')', line=5236, col=23)
Token('LBRACE', '{', line=5236, col=25)
Token('T_INT', 'int', line=5237, col=5)
Token('ID', 'temp', line=5237, col=9)
Token('ASSIGN', '=', line=5237, col=14)
Token('ID', 'a', line=5237, col=16)
Token('SEMI', ';', line=5237, col=17)
Token('ID', 'a', line=5238, col=5)
Token('ASSIGN', '=', line=5238, col=7)
Token('ID', 'b', line=5238, col=9)
Token('SEMI', ';', line=5238, col=10)
Token('ID', 'b', line=5239, col=5)
Token('ASSIGN', '=', line=5239, col=7)
Token('ID', 'temp', line=5239, col=9)
Token('SEMI', ';', line=5239, col=13)
Token('RBRACE', '}', line=5240, col=1)
Token('T_INT', 'int', line=5242, col=1)
Token('ID', 'factorial', line=5242, col=5)
Token('LPAREN', '(', line=5242, col=14)
Token('T_INT', 'int', line=5242, col=15)
Token('ID', 'n', line=5242, col=19)
Token('RPAREN', ')', line=5242, col=20)
Token('LBRACE', '{', line=5242, col=22)
Token('IF', 'if', line=5243, col=5)
Token('LPAREN', '(', line=5243, col=8)
Token('ID', 'n', line=5243, col=9)
Token('LEQ', '<=', line=5243, col=11)
Token('INT_LIT', '1', line=5243, col=14)
Token('RPAREN', ')', line=5243, col=15)
Token('LBRACE', '{', line=5243, col=17)
Token('RETURN', 'return', line=5244, col=9)
Token('INT_LIT', '1', line=5244, col=16)
Token('SEMI', ';', line=5244, col=17)
Token('RBRACE', '}', line=5245, col=5)
Token('RETURN', 'return', line=5246, col=5)
Token('ID', 'n', line=5246, col=12)
Token('TIMES', '*', line=5246, col=14)
Token('ID', 'factorial', line=5246, col=16)
Token('LPAREN', '(', line=5246, col=25)
Token('ID', 'n', line=5246, col=26)
Token('MINUS', '-', line=5246, col=28)
Token('INT_LIT', '1', line=5246, col=30)
Token('RPAREN', ')', line=5246, col=31)
Token('SEMI', ';', line=5246, col=32)
Token('RBRACE', '}', line=5247, col=1)
Token('T_INT', 'int', line=5249, col=1)
Token('ID', 'main', line=5249, col=5)
Token('LPAREN', '(', line=5249, col=9)
Token('RPAREN', ')', line=5249, col=10)
Token('LBRACE', '{', line=5249, col=12)
Token('T_INT', 'int', line=5250, col=5)
Token('ID', 'x', line=5250, col=9)
Token('ASSIGN', '=', line=5250, col=11)
Token('HEX_LIT', '0xFF', line=5250, col=13)
Token('SEMI', ';', line=5250, col=17)
Token('T_INT', 'int', line=5251, col=5)
Token('ID', 'y', line=5251, col=9)
Token('ASSIGN', '=', line=5251, col=11)
Token('INT_LIT', '42', line=5251, col=13)
Token('SEMI', ';', line=5251, col=15)
Token('T_FLOAT', 'float', line=5252, col=5)
Token('ID', 'z', line=5252, col=11)
Token('ASSIGN', '=', line=5252, col=13)
Token('FLOAT_LIT', '1.5', line=5252, col=15)
Token('SEMI', ';', line=5252, col=18)
Token('FOR', 'for', line=5254, col=5)
Token('LPAREN', '(', line=5254, col=9)
Token('T_INT', 'int', line=5254, col=10)
Token('ID', 'i', line=5254, col=14)
Token('ASSIGN', '=', line=5254, col=16)
Token('INT_LIT', '0', line=5254, col=18)
Token('SEMI', ';', line=5254, col=19)
Token('ID', 'i', line=5254, col=21)
Token('LT', '<', line=5254, col=23)
Token('INT_LIT', '10', line=5254, col=25)
Token('SEMI', ';', line=5254, col=27)
Token('ID', 'i', line=5254, col=29)
Token('INC', '++', line=5254, col=30)
Token('RPAREN', ')', line=5254, col=32)
Token('LBRACE', '{', line=5254, col=34)
Token('ID', 'arr', line=5255, col=9)
Token('LBRACKET', '[', line=5255, col=12)
Token('ID', 'i', line=5255, col=13)
Token('RBRACKET', ']', line=5255, col=14)
Token('ASSIGN', '=', line=5255, col=16)
Token('ID', 'i', line=5255, col=18)
Token('TIMES', '*', line=5255, col=20)
Token('INT_LIT', '2', line=5255, col=22)
Token('SEMI', ';', line=5255, col=23)
Token('ID', 'counter', line=5256, col=9)
Token('INC', '++', line=5256, col=16)
Token('SEMI', ';', line=5256, col=18)
Token('RBRACE', '}', line=5257, col=5)
Token('IF', 'if', line=5259, col=5)
Token('LPAREN', '(', line=5259, col=8)
Token('ID', 'x', line=5259, col=9)
Token('EQ', '==', line=5259, col=11)
Token('ID', 'y', line=5259, col=14)
Token('OR', '||', line=5259, col=16)
Token('ID', 'x', line=5259, col=19)
Token('NEQ', '!=', line=5259, col=21)
Token('INT_LIT', '0', line=5259, col=24)
Token('RPAREN', ')', line=5259, col=25)
Token('LBRACE', '{', line=5259, col=27)
Token('ID', 'x', line=5260, col=9)
Token('PLUS_ASSIGN', '+=', line=5260, col=11)
Token('INT_LIT', '10', line=5260, col=14)
Token('SEMI', ';', line=5260, col=16)
Token('ID', 'y', line=5261, col=9)
Token('MINUS_ASSIGN', '-=', line=5261, col=11)
Token('INT_LIT', '5', line=5261, col=14)
Token('SEMI', ';', line=5261, col=15)
Token('RBRACE', '}', line=5262, col=5)
Token('ELSE', 'else', line=5262, col=7)
Token('LBRACE', '{', line=5262, col=12)
Token('ID', 'x', line=5263, col=9)
Token('TIMES_ASSIGN', '*=', line=5263, col=11)
Token('INT_LIT', '2', line=5263, col=14)
Token('SEMI', ';', line=5263, col=15)
Token('ID', 'y', line=5264, col=9)
Token('DIV_ASSIGN', '/=', line=5264, col=11)
Token('INT_LIT', '3', line=5264, col=14)
Token('SEMI', ';', line=5264, col=15)
Token('RBRACE', '}', line=5265, col=5)
Token('WHILE', 'while', line=5267, col=5)
Token('LPAREN', '(', line=5267, col=11)
Token('ID', 'y', line=5267, col=12)
Token('GT', '>', line=5267, col=14)
Token('INT_LIT', '0', line=5267, col=16)
Token('AND', '&&', line=5267, col=18)
Token('ID', 'x', line=5267, col=21)
Token('LT', '<', line=5267, col=23)
Token('INT_LIT', '100', line=5267, col=25)
Token('RPAREN', ')', line=5267, col=28)
Token('LBRACE', '{', line=5267, col=30)
Token('ID', 'y', line=5268, col=9)
Token('DEC', '--', line=5268, col=10)
Token('SEMI', ';', line=5268, col=12)
Token('ID', 'x', line=5269, col=9)
Token('INC', '++', line=5269, col=10)
Token('SEMI', ';', line=5269, col=12)
Token('IF', 'if', line=5270, col=9)
Token('LPAREN', '(', line=5270, col=12)
Token('ID', 'y', line=5270, col=13)
Token('MOD', '%', line=5270, col=15)
Token('INT_LIT', '2', line=5270, col=17)
Token('EQ', '==', line=5270, col=19)
Token('INT_LIT', '0', line=5270, col=22)
Token('RPAREN', ')', line=5270, col=23)
Token('LBRACE', '{', line=5270, col=25)
Token('CONTINUE', 'continue', line=5271, col=13)
Token('SEMI', ';', line=5271, col=21)
Token('RBRACE', '}', line=5272, col=9)
Token('IF', 'if', line=5273, col=9)
Token('LPAREN', '(', line=5273, col=12)
Token('ID', 'x', line=5273, col=13)
Token('GT', '>', line=5273, col=15)
Token('INT_LIT', '50', line=5273, col=17)
Token('RPAREN', ')', line=5273, col=19)
Token('LBRACE', '{', line=5273, col=21)
Token('BREAK', 'break', line=5274, col=13)
Token('SEMI', ';', line=5274, col=18)
Token('RBRACE', '}', line=5275, col=9)
Token('RBRACE', '}', line=5276, col=5)
Token('T_INT', 'int', line=5278, col=5)
Token('ID', 'result', line=5278, col=9)
Token('ASSIGN', '=', line=5278, col=16)
Token('ID', 'factorial', line=5278, col=18)
Token('LPAREN', '(', line=5278, col=27)
Token('INT_LIT', '5', line=5278, col=28)
Token('RPAREN', ')', line=5278, col=29)
Token('SEMI', ';', line=5278, col=30)
Token('ID', 'Point', line=5279, col=5)
Token('ID', 'p', line=5279, col=11)
Token('SEMI', ';', line=5279, col=12)
Token('ID', 'p', line=5280, col=5)
Token('DOT', '.', line=5280, col=6)
Token('ID', 'x', line=5280, col=7)
Token('ASSIGN', '=', line=5280, col=9)
Token('ID', 'result', line=5280, col=11)
Token('SEMI', ';', line=5280, col=17)
Token('ID', 'p', line=5281, col=5)
Token('DOT', '.', line=5281, col=6)
Token('ID', 'y', line=5281, col=7)
Token('ASSIGN', '=', line=5281, col=9)
Token('ID', 'counter', line=5281, col=11)
Token('SEMI', ';', line=5281, col=18)
Token('ID', 'bool', line=5283, col=5)
Token('ID', 'flag', line=5283, col=10)
Token('ASSIGN', '=', line=5283, col=15)
Token('TRUE', 'true', line=5283, col=17)
Token('SEMI', ';', line=5283, col=21)
Token('IF', 'if', line=5284, col=5)
Token('LPAREN', '(', line=5284, col=8)
Token('NOT', '!', line=5284, col=9)
Token('ID', 'flag', line=5284, col=10)
Token('OR', '||', line=5284, col=15)
Token('ID', 'result', line=5284, col=18)
Token('EQ', '==', line=5284, col=25)
Token('NULL_KW', 'null', line=5284, col=28)
Token('RPAREN', ')', line=5284, col=32)
Token('LBRACE', '{', line=5284, col=34)
Token('RETURN', 'return', line=5285, col=9)
Token('INT_LIT', '0', line=5285, col=16)
Token('SEMI', ';', line=5285, col=17)
Token('RBRACE', '}', line=5286, col=5)
Token('T_INT', 'int', line=5288, col=5)
Token('ID', 'shifted', line=5288, col=9)
Token('ASSIGN', '=', line=5288, col=17)
Token('ID', 'x', line=5288, col=19)
Token('LSHIFT', '<<', line=5288, col=21)
Token('INT_LIT', '2', line=5288, col=24)
Token('SEMI', ';', line=5288, col=25)
Token('ID', 'shifted', line=5289, col=5)
Token('ASSIGN', '=', line=5289, col=13)
Token('ID', 'shifted', line=5289, col=15)
Token('RSHIFT', '>>', line=5289, col=23)
Token('INT_LIT', '1', line=5289, col=26)
Token('SEMI', ';', line=5289, col=27)
Token('RETURN', 'return', line=5291, col=5)
Token('ID', 'result', line=5291, col=12)
Token('SEMI', ';', line=5291, col=18)
Token('RBRACE', '}', line=5292, col=1)
Token('STRUCT', 'struct', line=5294, col=1)
Token('ID', 'Point', line=5294, col=8)
Token('LBRACE', '{', line=5294, col=14)
Token('T_INT', 'int', line=5295, col=5)
Token('ID', 'x', line=5295, col=9)
Token('SEMI', ';', line=5295, col=10)
Token('T_INT', 'int', line=5296, col=5)
Token('ID', 'y', line=5296, col=9)
Token('SEMI', ';', line=5296, col=10)
Token('RBRACE', '}', line=5297, col=1)
Token('SEMI', ';', line=5297, col=2)
Token('CONST', 'const', line=5299, col=1)
Token('T_FLOAT', 'float', line=5299, col=7)
Token('ID', 'PI', line=5299, col=13)
Token('ASSIGN', '=', line=5299, col=16)
Token('FLOAT_LIT', '3.14', line=5299, col=18)
Token('SEMI', ';', line=5299, col=22)
Token('T_INT', 'int', line=5300, col=1)
Token('ID', 'counter', line=5300, col=5)
Token('ASSIGN', '=', line=5300, col=13)
Token('INT_LIT', '0', line=5300, col=15)
Token('SEMI', ';', line=5300, col=16)
Token('T_INT', 'int', line=5301, col=1)
Token('ID', 'arr', line=5301, col=5)
Token('LBRACKET', '[', line=5301, col=8)
Token('INT_LIT', '10', line=5301, col=9)
Token('RBRACKET', ']', line=5301, col=11)
Token('SEMI', ';', line=5301, col=12)
Token('T_VOID', 'void', line=5303, col=1)
Token('ID', 'swap', line=5303, col=6)
Token('LPAREN', '(', line=5303, col=10)
Token('T_INT', 'int', line=5303, col=11)
Token('ID', 'a', line=5303, col=15)
Token('COMMA', ',', line=5303, col=16)
Token('T_INT', 'int', line=5303, col=18)
Token('ID', 'b', line=5303, col=22)
Token('RPAREN', ')', line=5303, col=23)
Token('LBRACE', '{', line=5303, col=25)
Token('T_INT', 'int', line=5304, col=5)
Token('ID', 'temp', line=5304, col=9)
Token('ASSIGN', '=', line=5304, col=14)
Token('ID', 'a', line=5304, col=16)
Token('SEMI', ';', line=5304, col=17)
Token('ID', 'a', line=5305, col=5)
Token('ASSIGN', '=', line=5305, col=7)
Token('ID', 'b', line=5305, col=9)
Token('SEMI', ';', line=5305, col=10)
Token('ID', 'b', line=5306, col=5)
Token('ASSIGN', '=', line=5306, col=7)
Token('ID', 'temp', line=5306, col=9)
Token('SEMI', ';', line=5306, col=13)
Token('RBRACE', '}', line=5307, col=1)
Token('T_INT', 'int', line=5309, col=1)
Token('ID', 'factorial', line=5309, col=5)
Token('LPAREN', '(', line=5309, col=14)
Token('T_INT', 'int', line=5309, col=15)
Token('ID', 'n', line=5309, col=19)
Token('RPAREN', ')', line=5309, col=20)
Token('LBRACE', '{', line=5309, col=22)
Token('IF', 'if', line=5310, col=5)
Token('LPAREN', '(', line=5310, col=8)
Token('ID', 'n', line=5310, col=9)
Token('LEQ', '<=', line=5310, col=11)
Token('INT_LIT', '1', line=5310, col=14)
Token('RPAREN', ')', line=5310, col=15)
Token('LBRACE', '{', line=5310, col=17)
Token('RETURN', 'return', line=5311, col=9)
Token('INT_LIT', '1', line=5311, col=16)
Token('SEMI', ';', line=5311, col=17)
Token('RBRACE', '}', line=5312, col=5)
Token('RETURN', 'return', line=5313, col=5)
Token('ID', 'n', line=5313, col=12)
Token('TIMES', '*', line=5313, col=14)
Token('ID', 'factorial', line=5313, col=16)
Token('LPAREN', '(', line=5313, col=25)
Token('ID', 'n', line=5313, col=26)
Token('MINUS', '-', line=5313, col=28)
Token('INT_LIT', '1', line=5313, col=30)
Token('RPAREN', ')', line=5313, col=31)
Token('SEMI', ';', line=5313, col=32)
Token('RBRACE', '}', line=5314, col=1)
Token('T_INT', 'int', line=5316, col=1)
Token('ID', 'main', line=5316, col=5)
Token('LPAREN', '(', line=5316, col=9)
Token('RPAREN', ')', line=5316, col=10)
Token('LBRACE', '{', line=5316, col=12)
Token('T_INT', 'int', line=5317, col=5)
Token('ID', 'x', line=5317, col=9)
Token('ASSIGN', '=', line=5317, col=11)
Token('HEX_LIT', '0xFF', line=5317, col=13)
Token('SEMI', ';', line=5317, col=17)
Token('T_INT', 'int', line=5318, col=5)
Token('ID', 'y', line=5318, col=9)
Token('ASSIGN', '=', line=5318, col=11)
Token('INT_LIT', '42', line=5318, col=13)
Token('SEMI', ';', line=5318, col=15)
Token('T_FLOAT', 'float', line=5319, col=5)
Token('ID', 'z', line=5319, col=11)
Token('ASSIGN', '=', line=5319, col=13)
Token('FLOAT_LIT', '1.5', line=5319, col=15)
Token('SEMI', ';', line=5319, col=18)
Token('FOR', 'for', line=5321, col=5)
Token('LPAREN', '(', line=5321, col=9)
Token('T_INT', 'int', line=5321, col=10)
Token('ID', 'i', line=5321, col=14)
Token('ASSIGN', '=', line=5321, col=16)
Token('INT_LIT', '0', line=5321, col=18)
Token('SEMI', ';', line=5321, col=19)
Token('ID', 'i', line=5321, col=21)
Token('LT', '<', line=5321, col=23)
Token('INT_LIT', '10', line=5321, col=25)
Token('SEMI', ';', line=5321, col=27)
Token('ID', 'i', line=5321, col=29)
Token('INC', '++', line=5321, col=30)
Token('RPAREN', ')', line=5321, col=32)
Token('LBRACE', '{', line=5321, col=34)
Token('ID', 'arr', line=5322, col=9)
Token('LBRACKET', '[', line=5322, col=12)
Token('ID', 'i', line=5322, col=13)
Token('RBRACKET', ']', line=5322, col=14)
Token('ASSIGN', '=', line=5322, col=16)
Token('ID', 'i', line=5322, col=18)
Token('TIMES', '*', line=5322, col=20)
Token('INT_LIT', '2', line=5322, col=22)
Token('SEMI', ';', line=5322, col=23)
Token('ID', 'counter', line=5323, col=9)
Token('INC', '++', line=5323, col=16)
Token('SEMI', ';', line=5323, col=18)
Token('RBRACE', '}', line=5324, col=5)
Token('IF', 'if', line=5326, col=5)
Token('LPAREN', '(', line=5326, col=8)
Token('ID', 'x', line=5326, col=9)
Token('EQ', '==', line=5326, col=11)
Token('ID', 'y', line=5326, col=14)
Token('OR', '||', line=5326, col=16)
Token('ID', 'x', line=5326, col=19)
Token('NEQ', '!=', line=5326, col=21)
Token('INT_LIT', '0', line=5326, col=24)
Token('RPAREN', ')', line=5326, col=25)
Token('LBRACE', '{', line=5326, col=27)
Token('ID', 'x', line=5327, col=9)
Token('PLUS_ASSIGN', '+=', line=5327, col=11)
Token('INT_LIT', '10', line=5327, col=14)
Token('SEMI', ';', line=5327, col=16)
Token('ID', 'y', line=5328, col=9)
Token('MINUS_ASSIGN', '-=', line=5328, col=11)
Token('INT_LIT', '5', line=5328, col=14)
Token('SEMI', ';', line=5328, col=15)
Token('RBRACE', '}', line=5329, col=5)
Token('ELSE', 'else', line=5329, col=7)
Token('LBRACE', '{', line=5329, col=12)
Token('ID', 'x', line=5330, col=9)
Token('TIMES_ASSIGN', '*=', line=5330, col=11)
Token('INT_LIT', '2', line=5330, col=14)
Token('SEMI', ';', line=5330, col=15)
Token('ID', 'y', line=5331, col=9)
Token('DIV_ASSIGN', '/=', line=5331, col=11)
Token('INT_LIT', '3', line=5331, col=14)
Token('SEMI', ';', line=5331, col=15)
Token('RBRACE', '}', line=5332, col=5)
Token('WHILE', 'while', line=5334, col=5)
Token('LPAREN', '(', line=5334, col=11)
Token('ID', 'y', line=5334, col=12)
Token('GT', '>', line=5334, col=14)
Token('INT_LIT', '0', line=5334, col=16)
Token('AND', '&&', line=5334, col=18)
Token('ID', 'x', line=5334, col=21)
Token('LT', '<', line=5334, col=23)
Token('INT_LIT', '100', line=5334, col=25)
Token('RPAREN', ')', line=5334, col=28)
Token('LBRACE', '{', line=5334, col=30)
Token('ID', 'y', line=5335, col=9)
Token('DEC', '--', line=5335, col=10)
Token('SEMI', ';', line=5335, col=12)
Token('ID', 'x', line=5336, col=9)
Token('INC', '++', line=5336, col=10)
Token('SEMI', ';', line=5336, col=12)
Token('IF', 'if', line=5337, col=9)
Token('LPAREN', '(', line=5337, col=12)
Token('ID', 'y', line=5337, col=13)
Token('MOD', '%', line=5337, col=15)
Token('INT_LIT', '2', line=5337, col=17)
Token('EQ', '==', line=5337, col=19)
Token('INT_LIT', '0', line=5337, col=22)
Token('RPAREN', ')', line=5337, col=23)
Token('LBRACE', '{', line=5337, col=25)
Token('CONTINUE', 'continue', line=5338, col=13)
Token('SEMI', ';', line=5338, col=21)
Token('RBRACE', '}', line=5339, col=9)
Token('IF', 'if', line=5340, col=9)
Token('LPAREN', '(', line=5340, col=12)
Token('ID', 'x', line=5340, col=13)
Token('GT', '>', line=5340, col=15)
Token('INT_LIT', '50', line=5340, col=17)
Token('RPAREN', ')', line=5340, col=19)
Token('LBRACE', '{', line=5340, col=21)
